---𝑘|𝑛=𝑘·𝑛ⱼ·𝑛ᵢ |-----tⱼᵢ------|--------tₜₒₜₐₗ---------|------data e hora (utc)-------|ƒₙ(1/𝑒ᵉ) → 1/𝑒 ≈ 0.36787944117144 

----|----------|------|-------|---------|-------------|1446398661|2015/11/01 17:24:21|
 370| 185000000| 555.0|09:15.0| 218986.0|02 12:49:46.0|1446650364|2015/11/04 15:19:24|0.36794569558535630016434095071694711425345057670285600558482061994178549205137137571531905306678130314652435408523402511937894793096717561442691185090895676157803674945881454361318298090784567053905465720945873721713865729412248623138832259498644986936755605663663998108256959937017717115547435899163605456278711057950763842606652896539163832448374149184201009630498506660983802009821992507684264953810818967834560753429063430315254902151012797517254609523097813140984143536930784350661742767513965783
 371| 185500000| 554.0|09:14.0| 219540.0|02 12:59:00.0|1446650918|2015/11/04 15:28:38|0.36794560622943124243319672815041145138238723821084922224589922165449657109713766889974836639123413476348467797159422858802482072079495910914861575591808475978880073226333472650339804874174679400974958900596301118744688893766103944856845475562280635256435827506102404164147376252716055036566138907900740913721306369617093142064950104473935264201827210176845867724435340980817346424365099495923205484264120267987612589721293110419959884998777579511730226486504156064602619519895623557807646457438830456
 372| 186000000| 555.0|09:15.0| 220095.0|02 13:08:15.0|1446651473|2015/11/04 15:37:53|0.36794551723406567173290507620297199477234788415333083576668140239514643035517752686132027005748116408524095950215489545983178885891617301819690697802615762183039680335997493369949333413973540263312304378500530936016018414690162712923492374842533666625448118990467100509677630577794187053801801148651197088183740476337990911154497089764826588159754627076738412297174124258755166990956099321973817323931588821496593385578756959600712040978507039830443862380311120517538111584996881926342191675481230264
 373| 186500000| 554.0|09:14.0| 220649.0|02 13:17:29.0|1446652027|2015/11/04 15:47:07|0.36794542859684128857194153167073593939927748253108794745259721335031567065781404251228901847886044727961254610064848765296902452034513559957855778895168460520039194742136689344852345595823146523691523700521111548513579025479178895404983647002391661557291633118760804306465201976469627016298114702904520059451857178275614111788277165465374015547077409992865997260908923234259165327273523522349333191243252773331703346164373405160728049345513981466882032841239372994810391980018027273361443592528505678
 374| 187000000| 555.0|09:15.0| 221204.0|02 13:26:44.0|1446652582|2015/11/04 15:56:22|0.36794534031536244023337615344272544444018664312277931166493850533830181897126230863710020627494145415874564185293024961650259911035967827289658725697079135028118562678097587223385163862725205318900273331311727869940684535863856095431513202327626194243511973101841225442625950430530606971845564471142933108312194931155914434293319272643489306072008580251746316786420758507797934516673339090138873833260274095637291203586442126207670316707031675696695935501427089021715522844463506668050275451906612338
 375| 187500000| 555.0|09:15.0| 221759.0|02 13:35:59.0|1446653137|2015/11/04 16:05:37|0.36794525238725584882692578159103285540264985168691011380920210266694407575692821321077968768415143949041322256524866160720983907865184141994799123496140445660944117166221850293424629499059484625120742437455964102483287415904948136694396922018954047520866156697063142763768653599540629562472020246974006925791849878449398914234170015265315343399978501296647921451088321380284463966969640878570283015948069631174721764622351354979164799661039479848215531053315141857496091704824446034453191700455029518
 376| 188000000| 555.0|09:15.0| 222314.0|02 13:45:14.0|1446653692|2015/11/04 16:14:52|0.36794516481017034332168787188871302584222727375796088397863204502315975755101470041272391502248974413842833195202644097056894669997215714889348912549308478407348793212096432747661898568143590015028268137899399793879153343797084350286965649420131145859617426381221282731275571809390740129204676889057684068637977491995195090353575702391946578881237702862781532365979424106334466183471465996673973503348698071019091616408446428966534725770819725870606918864496635234109775272148582326967715047564310751
 377| 188500000| 554.0|09:14.0| 222868.0|02 13:54:28.0|1446654246|2015/11/04 16:24:06|0.36794507758177659549087673383985210486570693737621680472782464842083512066806676869591716193279418245392797136794353941131604162608682552037303126532327857690642435035636206529664098477003044812108738621482313755722856545956197844731196090220225490212015516773964242069565203160274010285846743359482706199077519142652727068328904055641996545175860744808515368492939742349707438563345336658169382785654063782867411056546325345908660441274755575789265444683557597904732926923904655644939832017063091589
 378| 189000000| 555.0|09:15.0| 223423.0|02 14:03:43.0|1446654801|2015/11/04 16:33:21|0.36794499069976685970124660670337014460769459105194380366066832261472141039205013241027114541067404474464077129799435643766632527959715540299353210751252671490976723471235199911957656250155349347726121987486059285160476994879498496523373892963598727684705060510216850483102843877571133304470005335954393073307880794080932229259928880564052064260233802387078258405095397892510751328186036101413689499908418809556835502625980360963502066015264382306561122310412489947092077882259926799400858556805763448
 379| 189500000| 555.0|09:15.0| 223978.0|02 14:12:58.0|1446655356|2015/11/04 16:42:36|0.36794490416185471648121901151233810479669949033019660574228012280409194055149845074690402401806650535126010203244737427026414752529375192857124897927905408748987613351139196109971886218853228106868448621218133871813561875822592306729314756500324114368704460802199477663306381528308306166606729619013365759650201349590890300534993498077588492282389416118690032474218480635227417130384603303491737982037051201120859066672417194980401087655831888622380558811319562429024003786969847892094495559806506957
 380| 190000000| 554.0|09:14.0| 224532.0|02 14:22:12.0|1446655910|2015/11/04 16:51:50|0.36794481796577481980303498332140756093351975317637822688041823309809075921053422144255912756242892496290818522040592467731028717660169673066724521949798033658701696066584865057764530806463659042249631037677388662503498682285593742574564146725145753765898872876434837206095253693905431566918841521215996620693313664467836631232021030498196084446879842873274751953728941738475797748536888460056902706402516599885427053256559833752120591882837087846909377893119374346686379380258744840904196533568961355
 381| 190500000| 554.0|09:14.0| 225086.0|02 14:31:26.0|1446656464|2015/11/04 17:01:04|0.36794473210928264801552686133081067345526521281868302014404409766593765451565704495552712366146398070504132767566240033769429645448796961614116980467279027362651068398456963839930169561516304076336354389171971137859890741554817149322392200739967751090442360461219833879767742111579278914184931838168485984605625007601585031544200944529751367514438459157278436750079040664896735766270113485893163502481597633946199488884276515189719508970123518583423657076258763476040735224138095841899057608133597132
 382| 191000000| 555.0|09:15.0| 225641.0|02 14:40:41.0|1446657019|2015/11/04 17:10:19|0.36794464659015425836535001913372130723917481268708270021353816973436700915499196391148075113603996148854747353288936518494324450291000130227519157452975327829635263961340439678663616787914628388210059730731450095537360403657655386031932448464174384206557556936411360270781765906842303345355237941915382248257769133180942827894419939250531137773804747781037148615674920444796453893868267444238566504595745910218645044311963000266789103960508281538610806097546088724232816586586858910959210770971570206
 383| 191500000| 554.0|09:14.0| 226195.0|02 14:49:55.0|1446657573|2015/11/04 17:19:33|0.36794456140618604504573295725024955745224698821058669504455791817656066474947042153728828455035946123129794913282482475919631758295630258392828831958607032890560273482649532636399156781410169476398553275975218676376010371517491407479543523388579031678622737084909406805942266355033675021401116767283663698148424395239403601453750669915759041751646584543738552073992214764412901450390611771578623405281847253466404413609945731989870938698455881357448649780038321636186054766613014492634270971772254376
 384| 192000000| 555.0|09:15.0| 226750.0|02 14:59:10.0|1446658128|2015/11/04 17:28:48|0.36794447655519450071299524021510133378909881000822365313682859467043722583146859219446994140362453570914662925266367877221663403179714858620180499332373086797737142011890333859408076188621192852320244881409111836337143875695019050131566552584993823123498215082466667764420066993609282525342614134110334611060596446358700047556237587732496357912674269968533988802257642773713152896873059479716356925956440835594556423113702572829380443872960120295856323089094396017055662766069274235518436436360423387
